title,link,date,category,Agency
Carr’s Medicaid Fraud Division Secures New Indictment In Fulton County,https://oig.hhs.gov/fraud/enforcement/carrs-medicaid-fraud-division-secures-new-indictment-in-fulton-county/,"May 23, 2023",State Enforcement Agencies,Georgia Attorney General
"Attorney General Cameron Announces Investigation, Prosecution By His Office Leads To Guilty Plea Of Boyle County Woman For Medicaid Fraud",https://oig.hhs.gov/fraud/enforcement/attorney-general-cameron-announces-investigation-prosecution-by-his-office-leads-to-guilty-plea-of-boyle-county-woman-for-medicaid-fraud/,"May 22, 2023",State Enforcement Agencies,Kentucky Attorney General
"Baltimore Man Facing Federal Charges For Murder For Hire Resulting In The Death Of A Baltimore Woman, Witness Retaliation And Witness Tampering",https://oig.hhs.gov/fraud/enforcement/baltimore-man-facing-federal-charges-for-murder-for-hire-resulting-in-the-death-of-a-baltimore-woman-witness-retaliation-and-witness-tampering/,"May 19, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Maryland"
Denton Physician Sentenced For Over-Prescribing Opioids,https://oig.hhs.gov/fraud/enforcement/denton-physician-sentenced-for-over-prescribing-opioids/,"May 19, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Eastern District of Texas"
"Tennyson Center for Children at Colorado Christian Home Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Mental Health Services Not Provided as Claimed",https://oig.hhs.gov/fraud/enforcement/tennyson-center-for-children-at-colorado-christian-home-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-mental-health-services-not-provided-as-claimed/,"May 19, 2023",Fraud Self-Disclosures,
"Three Memphis Women Indicted, Charged In TennCare Scheme",https://oig.hhs.gov/fraud/enforcement/three-memphis-women-indicted-charged-in-tenncare-scheme/,"May 19, 2023",State Enforcement Agencies,Tennessee Attorney General
Registered Nurse Charged With Falsifying Medical Records,https://oig.hhs.gov/fraud/enforcement/registered-nurse-charged-with-falsifying-medical-records/,"May 18, 2023",State Enforcement Agencies,Michigan Attorney General
Three Individuals Arrested And Charged For Neglect Resulting In Death Of A Woman With Autism,https://oig.hhs.gov/fraud/enforcement/three-individuals-arrested-and-charged-for-neglect-resulting-in-death-of-a-woman-with-autism/,"May 18, 2023",State Enforcement Agencies,New Mexico Attorney General
U.S. Resolves Civil Claims Against Medical Device Manufacturer For Falsely Claiming That Chinese Components Sold To The Federal Government Were American Made,https://oig.hhs.gov/fraud/enforcement/us-resolves-civil-claims-against-medical-device-manufacturer-for-falsely-claiming-that-chinese-components-sold-to-the-federal-government-were-american-made/,"May 17, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Rhode Island"
False Claims Act Settlement Reached With Rockingham Health Care Provider,https://oig.hhs.gov/fraud/enforcement/false-claims-act-settlement-reached-with-rockingham-health-care-provider/,"May 17, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Middle District of North Carolina"
U.S. Settles Lawsuit Alleging That Bronx Nursing Home Paid Kickbacks For Patient Referrals And Switched Residents’ Healthcare Coverage Without Their Consent,https://oig.hhs.gov/fraud/enforcement/us-settles-lawsuit-alleging-that-bronx-nursing-home-paid-kickbacks-for-patient-referrals-and-switched-residents-healthcare-coverage-without-their-consent/,"May 17, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Southern District of New York"
"Attorney General Josh Stein Reaches $150,000 Medicaid Fraud Settlement With Rockingham Health Care Provider",https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-reaches-150000-medicaid-fraud-settlement-with-rockingham-health-care-provider/,"May 17, 2023",State Enforcement Agencies,North Carolina Attorney General
Greenville County Woman Indicted In Federal Court For Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/greenville-county-woman-indicted-in-federal-court-for-health-care-fraud/,"May 16, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of South Carolina"
Chicago Doctor And His Wife Held Liable By Jury For Taking Kickbacks And Causing False Medicare Claims; Ordered To Pay Civil Judgment Of More Than $3 Million,https://oig.hhs.gov/fraud/enforcement/chicago-doctor-and-his-wife-held-liable-by-jury-for-taking-kickbacks-and-causing-false-medicare-claims-ordered-to-pay-civil-judgment-of-more-than-3-million/,"May 16, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Northern District of Illinois"
Paxton’s Medicaid Fraud Control Unit Helps Secure Swift Conviction of Healthcare Marketer for Illegal Kickback Scheme,https://oig.hhs.gov/fraud/enforcement/paxtons-medicaid-fraud-control-unit-helps-secure-swift-conviction-of-healthcare-marketer-for-illegal-kickback-scheme/,"May 16, 2023",State Enforcement Agencies,Texas Attorney General
Massachusetts Dentist Sentenced For Embezzling Over $1.2 Million And Defrauding The Government,https://oig.hhs.gov/fraud/enforcement/massachusetts-dentist-sentenced-for-embezzling-over-12-million-and-defrauding-the-government/,"May 15, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Massachusetts"
Court Enters $487 Million Judgment Against Precision Lens And Owner Paul Ehlen For Paying Kickbacks To Doctors In Violation Of The False Claims Act,https://oig.hhs.gov/fraud/enforcement/court-enters-487-million-judgment-against-precision-lens-and-owner-paul-ehlen-for-paying-kickbacks-to-doctors-in-violation-of-the-false-claims-act/,"May 15, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Minnesota"
United States Files Complaint Alleging Iowa Surgeon Caused Submission Of False Claims To Medicare,https://oig.hhs.gov/fraud/enforcement/united-states-files-complaint-alleging-iowa-surgeon-caused-submission-of-false-claims-to-medicare/,"May 15, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Northern District of Iowa"
Guilty Pleas In Fraudulent Nursing Diploma Scheme,https://oig.hhs.gov/fraud/enforcement/guilty-pleas-in-fraudulent-nursing-diploma-scheme/,"May 15, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Southern District of Florida"
Illinois Hospital Agrees To Pay $12.5 Million To Settle Allegations Of Billing Error,https://oig.hhs.gov/fraud/enforcement/illinois-hospital-agrees-to-pay-125-million-to-settle-allegations-of-billing-error/,"May 12, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Central District of Illinois"
Former Mental Health And Community Residence Facility Director Sentenced For Financial Exploitation Of A Vulnerable Adult And Elderly Person,https://oig.hhs.gov/fraud/enforcement/former-mental-health-and-community-residence-facility-director-sentenced-for-financial-exploitation-of-a-vulnerable-adult-and-elderly-person/,"May 12, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Columbia"
"Eugene Saltzberg, MD Agreed to Pay $230,000 and Be Excluded for 20 Years for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in Exchange for Ordering Durable Medical Equipment and Genetic Tests",https://oig.hhs.gov/fraud/enforcement/eugene-saltzberg-md-agreed-to-pay-230000-and-be-excluded-for-20-years-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-exchange-for-ordering-durable-medical-equipment-and-genetic-tests/,"May 11, 2023",CMP and Affirmative Exclusions,
"The Estates at Fridley for Recovery Agreed to Pay $64,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/the-estates-at-fridley-for-recovery-agreed-to-pay-64000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,"May 11, 2023",CMP and Affirmative Exclusions,
"Arundel Resident Agrees To Pay Over $330,000 To Settle Allegations Of False Claims Act Violations",https://oig.hhs.gov/fraud/enforcement/arundel-resident-agrees-to-pay-over-330000-to-settle-allegations-of-false-claims-act-violations/,"May 11, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Maine"
Cambria County Woman Charged With Conspiracy To Commit Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/cambria-county-woman-charged-with-conspiracy-to-commit-health-care-fraud/,"May 11, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Middle District of Pennsylvania"
Maryland Man Sentenced For Defrauding The D.C. Medicaid Program,https://oig.hhs.gov/fraud/enforcement/maryland-man-sentenced-for-defrauding-the-dc-medicaid-program/,"May 11, 2023",State Enforcement Agencies,"U.S. Attorney’s Office, District of Columbia"
"David Gordon, LICSW Agreed to Pay $373,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services When He Was Unlicensed",https://oig.hhs.gov/fraud/enforcement/david-gordon-licsw-agreed-to-pay-373000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-when-he-was-unlicensed/,"May 10, 2023",Fraud Self-Disclosures,
"Surgical Dermatology Group Agreed to Pay $32,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/surgical-dermatology-group-agreed-to-pay-32000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,"May 10, 2023",Fraud Self-Disclosures,
"Two Therapists Arrested For Falsifying Information And Defrauding Florida Medicaid Out Of More Than $76,000",https://oig.hhs.gov/fraud/enforcement/two-therapists-arrested-for-falsifying-information-and-defrauding-florida-medicaid-out-of-more-than-76000/,"May 10, 2023",State Enforcement Agencies,Florida Attorney General
Attorney General Cameron Announces Action By His Office Leads To Guilty Plea Of Muhlenberg County Woman For Adult Abuse,https://oig.hhs.gov/fraud/enforcement/attorney-general-cameron-announces-action-by-his-office-leads-to-guilty-plea-of-muhlenberg-county-woman-for-adult-abuse/,"May 10, 2023",State Enforcement Agencies,Kentucky Attorney General
"Professional Home Health Care 2 Agreed to Pay $77,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/professional-home-health-care-2-agreed-to-pay-77000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,"May 9, 2023",CMP and Affirmative Exclusions,
East Windsor Man Sentenced To Prison For Oxycodone Prescription Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/east-windsor-man-sentenced-to-prison-for-oxycodone-prescription-fraud-scheme/,"May 9, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Connecticut"
Hospital Owner And Hospitalist Group Agree To Pay $560K To Settle False Claims Act Allegations,https://oig.hhs.gov/fraud/enforcement/hospital-owner-and-hospitalist-group-agree-to-pay-560k-to-settle-false-claims-act-allegations/,"May 9, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Connecticut"
Drug Testing Companies Agree To Collectively Pay $1.7 Million To Resolve False Claims Act Allegations,https://oig.hhs.gov/fraud/enforcement/drug-testing-companies-agree-to-collectively-pay-17-million-to-resolve-false-claims-act-allegations/,"May 9, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Eastern District of Kentucky"
Doctor Admits Telemedicine Fraud In St. Louis,https://oig.hhs.gov/fraud/enforcement/doctor-admits-telemedicine-fraud-in-st-louis/,"May 9, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Eastern District of Missouri"
California Man Convicted Of Health Care Kickback Conspiracy,https://oig.hhs.gov/fraud/enforcement/california-man-convicted-of-health-care-kickback-conspiracy/,"May 9, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Eastern District of Texas"
Advanced Practice Registered Nurse Pleads Guilty To Unlawful Distribution Of Controlled Substances And Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/advanced-practice-registered-nurse-pleads-guilty-to-unlawful-distribution-of-controlled-substances-and-health-care-fraud/,"May 9, 2023",Criminal and Civil Actions,U.S. Department of Justice
Paxton Secures Justice with Eight-Year Prison Sentence for Ambulance Owner Who Perpetrated $3.5 Million Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/paxton-secures-justice-with-eight-year-prison-sentence-for-ambulance-owner-who-perpetrated-35-million-fraud-scheme/,"May 9, 2023",State Enforcement Agencies,Texas Attorney General
Stoughton Man Pleads Guilty To Social Security And Passport Fraud,https://oig.hhs.gov/fraud/enforcement/stoughton-man-pleads-guilty-to-social-security-and-passport-fraud/,"May 8, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Massachusetts"
"Puyallup, Washington, Wound Treatment Firm Settles Allegations It Submitted False Bills To Government Health Care Programs",https://oig.hhs.gov/fraud/enforcement/puyallup-washington-wound-treatment-firm-settles-allegations-it-submitted-false-bills-to-government-health-care-programs/,"May 8, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Western District of Washington"
Attorney General Marshall Announces Conviction Of Etowah County Woman,https://oig.hhs.gov/fraud/enforcement/attorney-general-marshall-announces-conviction-of-etowah-county-woman/,"May 8, 2023",State Enforcement Agencies,Alabama Attorney General
Convicted Health Care Fraud Defendant Fails To Report To Prison; Warrant Out For His Arrest,https://oig.hhs.gov/fraud/enforcement/convicted-health-care-fraud-defendant-fails-to-report-to-prison-warrant-out-for-his-arrest/,"May 6, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, Western District of Washington"
"Long Island Center for Recovery Agreed to Pay $49,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/long-island-center-for-recovery-agreed-to-pay-49000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,"May 5, 2023",CMP and Affirmative Exclusions,
Connecticut Psychologist Pays $658K To Settle Allegations She Received Payments From Medicare And Medicaid For Services Not Provided,https://oig.hhs.gov/fraud/enforcement/connecticut-psychologist-pays-658k-to-settle-allegations-she-received-payments-from-medicare-and-medicaid-for-services-not-provided/,"May 5, 2023",Criminal and Civil Actions,"U.S. Attorney's Office, District of Connecticut"
Kit Carson County Memorial Hospital Agreed to Pay $3 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Hyperbaric Oxygen Services and Wound Care Services Not Performed or Supervised as Billed,https://oig.hhs.gov/fraud/enforcement/kit-carson-county-memorial-hospital-agreed-to-pay-3-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-hyperbaric-oxygen-services-and-wound-care-services-not-performed-or-supervised-as-billed/,"May 5, 2023",Fraud Self-Disclosures,
